  #x    y     brightness  class        Prob 
 743  607  [196 167  99]      2  0.86806744 
 871  935     [92 86 50]      1  0.84435236 
 889  424  [163 194 225]      1  0.83078253 
 690  665  [121 121 111]      1  0.82887834 
 625  170  [241 247 185]      2   0.7662908 
 258  146  [248 246 208]      2   0.7582486 
 431  259  [218 235 227]      1    0.618248 
 114  291  [231 230 238]      1  0.55360186 
 389  789  [164 146  80]      2   0.5483427 
 114  291  [231 230 238]      2  0.51272076 
